word,O+ value,O- value
lower po,0.0008769492988236424,0.01791286582962477
b cut,9.570136655597165e-05,0.0052198879829151185
coverage specialty,0.004835376827294574,0.002100222049430465
week low,0.13919963271301072,0.32836733168839294
hold underweight,0.0,0.006072361143285055
enter global,0.0008930868337427198,0.005751622697186242
morgan highlight,0.0034737324763753747,0.002204027849667433
highlight cos,0.003596509958579044,0.0021232154118111675
raise see,0.005666836457458964,0.0020812411810797013
q cite,0.0039359435862566855,0.0026922311995827694
preview eye,0.0027691183566027435,0.005837533892948096
discuss war,0.0,0.002960799453164509
underweight stock,0.0011452227328973548,0.00153545911164412
outperform overweight,0.0011452227328973548,0.00153545911164412
overweight stock,0.0011452227328973548,0.00153545911164412
stake adobe,0.002455204935939052,0.003666856986106581
preview share,0.0015572166358478324,0.0034654832442833692
share market,0.002624980775143341,0.003290966172415775
price common,0.00047959289950447084,0.006023785411918741
hit high,0.012747557075291342,0.0029677164209907145
next quarter,0.0035886218087378373,0.0026566952968009668
downgrade amid,0.0013632616459330381,0.0067628722043930785
rally better,0.002497778751544153,0.0
expect dow,0.002497778751544153,0.0
dow best,0.002497778751544153,0.0
best close,0.002497778751544153,0.0
close month,0.002497778751544153,0.0
crest upgrade,0.007190899726030462,0.005304402109686689
needham downgrade,0.005715341141786352,0.028991997442745256
needham upgrade,0.03520171272911352,0.0040369730407674685
equity report,0.0,0.0063928322969852795
limit outperform,0.00614457832150234,0.002823366093549599
new time,0.008182164630664204,0.0038595173065409973
despite initial,0.0015778353765132803,0.0018670482823033663
initial negative,0.0015778353765132803,0.0018670482823033663
preview tension,0.0013995882168569551,0.0022485149397507252
tension likely,0.0013995882168569551,0.0022485149397507252
wrap data,0.0012421439570063399,0.001823857249548103
data mix,0.0021521828757116034,0.0017531553020709166
international air,0.00022512038288215275,0.0018329047864351306
continue tumble,0.0030004600130052734,0.0072701279078355415
surge higher,0.021155649555837302,0.0019239364964606003
global conference,0.006323944602087948,0.0016487309996558249
disappoint q,0.006023666040847476,0.005016102393402341
point downgrade,0.0,0.017592015493684696
preview several,0.0008501328947839975,0.00168566397142791
several large,0.000984946829513999,0.0021252169967494175
large set,0.0008501328947839975,0.00168566397142791
set report,0.0008501328947839975,0.00168566397142791
estimate next,0.0036396480566780252,0.0010382460394640386
upgrade capital,0.01137889106689602,0.012057037947629261
second week,0.00572264139898748,0.0015162223470823065
risk price,0.0,0.005422790885902334
trust lower,0.004001381467429659,0.0037057355978962823
major account,0.0007959263601523686,0.005287286072023734
may interest,0.004747122100846107,0.0029507433536804916
coverage service,0.0027078155564330296,0.0018100668266117447
play chemical,0.002657798878343815,0.00459008493082319
morgan back,0.005949478239497455,0.0018952056716637314
attribute weakness,0.002295706593370133,0.0024511194698278904
