word,O+ value,O- value
note due,0.004320019200893768,0.0011164740304941095
b b,0.02778248241317866,0.03028222500903996
breakfast morning,0.003736418574719144,0.005765306944390338
news summary,0.02295693267440588,0.02356694195904115
earn schedule,0.047286495568071144,0.05044040959146816
earn preview,0.038872829965430136,0.07125334137187465
expect rise,0.0032820037591268767,0.014363213364426928
preview expect,0.0034039520713232147,0.017560120490556996
long short,0.0024559221998307905,0.003476957179751407
look ahead,0.0036553006233031576,0.006554894360457328
schedule august,0.0024759904562178356,0.004330872992553678
consumer goods,0.012650670414681172,0.0
sector recap,0.0026180002673249865,0.0068109550497332996
previous quarter,0.0010322078736198588,0.005159244815134532
award million,0.0018011963608917652,0.00878375746589928
overweight rat,0.007270714036437603,0.010882062386605976
gold silver,0.01472692634630741,6.206271670070958e-05
advise buy,0.003604146045528054,0.003806960193414239
march th,0.006024790357997649,0.0063625142970963585
acquire assets,0.00224758751813961,0.0018307453758194619
remain neutral,0.004898440704211211,0.0021960016258758155
million contract,0.002983857994851164,0.005158417481857388
fourth quarter,0.006675933769178425,0.008487863689704242
upbeat q,0.004682018771497472,0.003545826798477082
health care,0.013379765296315783,0.006779353133463126
life insurance,0.003671321634102371,0.0013306322516282395
cross week,0.0009346074723131936,0.0038855222014938773
standpoint research,0.003608568331046926,0.0037316846625573175
goods sector,0.0035609737365554324,0.0025745644827416215
return equity,0.0017747726981057923,0.0028342089524360245
create new,0.0027042710357085245,0.004315564528164612
open near,0.005181214778752357,0.0046182306655676315
call purchase,0.03005947219309322,0.020810846811244645
put purchase,0.012149795777927998,0.026123966115396927
worst perform,0.000679937258756143,0.0037145928608467538
bac c,0.0044710993551464375,0.0015242710751971304
second quarter,0.005848501317981445,0.006845565815687654
hit week,0.03293950771972521,0.016004771522072546
week high,0.020395920496885,0.010327529606953803
financial officer,0.002666802519355035,0.002049993231710851
metal mine,0.00271540711520521,0.0028872315559270094
round think,0.0017550608985901373,0.002287000737334308
watch fresh,0.0068275874642265335,0.010804786604345541
fresh week,0.007160782206355987,0.01082646468128604
week low,0.010237038311166683,0.021053669718356986
bank lynch,0.0041437524846829835,0.007118378198885461
lower po,0.0019491561298237508,0.0036049338379533194
round like,0.02007139644144946,0.018582003622386302
asset management,0.0009404328995045554,0.0033836811530565344
highest operate,0.009174838827308823,0.009548074752800423
notable call,0.009719742886493483,0.005709073996423685
call activity,0.010104412221165452,0.00575022615546315
signal lower,0.0006139774366918608,0.0009932487945485216
start wall,0.001583992636445336,0.0017727892578879353
wall street,0.009217712504099551,0.007473931474887373
equipment industry,0.0039041569939138217,0.0033303094471906734
complete acquisition,0.0038044810820492916,0.002933789621859173
unconfirmed rumor,0.005065211235604457,0.0033109151920437696
rumor circulate,0.0016943371311203147,0.001786639539244764
win contract,0.0023327295466534803,0.005465940454854036
senior note,0.0044943508655169995,0.005822386756735495
share repurchase,0.007183159226900218,0.006505237619442692
repurchase program,0.006171888428040462,0.004757115989973641
heavy volume,0.01539596044129237,0.007256176053733502
fall previous,0.0,0.0022173669321447725
sector performance,0.0017214477637670976,0.0030291644388611674
new york,0.0048591411531364965,0.006108957556048207
york time,0.0032167262973592614,0.0
screen week,0.002189958071439281,0.003128340351907645
realty trust,0.0009590198205655349,0.0063058489665241465
spike higher,0.011332369532067387,0.0025237288084711353
offer common,0.0019877731757987375,0.0034719016601744666
declare dividend,0.00710507526164449,0.007209125301314196
quarterly dividend,0.009815342954165399,0.009682227800569201
receive million,0.003874515083070974,0.00161200113644357
million order,0.0014492657918857281,0.0017065138384250189
q prelim,0.0024090593434801613,0.0013329604440365445
may comparable,0.0029096010538595405,0.003342926442292492
provide color,0.00389587063868077,0.005712418295985922
resume trade,0.004895163810914154,0.007832706145856504
fast money,0.019751328338244754,0.017082764881983736
money pick,0.012384403527220499,0.010064181295177657
global x,0.004427250091858138,0.005677971600919954
political round,0.0018415561117200471,0.0032989955182948574
public offer,0.004092627470866406,0.013732306582053619
