ALGN,212.2299957275,214.6799926758
SGMS,24.1700000763,23.1200008392
UDR,49.2700004578,49.4000015259
PPL,32.3300018311,32.0099983215
ACC,48.1699981689,48.7400016785
ASML,256.1900024414,253.9900054932
DUK,95.1100006104,94.9499969482
ETR,118.5599975586,116.9899978638
D,81.8600006104,82.0599975586
EW,76.2699966431,75.7866668701
DLTR,117.2699966431,117.1999969482
NEE,57.3175010681,57.7975006104
APO,39.6199989319,39.9300003052
WEN,21.2900009155,21.3799991608
WDC,60.0900001526,59.0800018311
ASH,78.0400009155,77.1200027466
LMAT,34.0800018311,34.4599990845
BRO,36.1599998474,36.1800003052
AU,19.8799991608,20.7299995422
VRTS,100.0199966431,97.0500030518
WU,24.0100002289,23.8899993896
OHI,43.4000015259,44.2400016785
TSLA,52.5,52.1399993896
CLF,7.0300002098,7.0
FAST,35.5499992371,36.0
MT,14.5900001526,14.6700000763
VNET,8.5799999237,8.4099998474
