PANW,243.25,245.0,0.014271526536768128
LEDS,3.8099999428,3.5099999905,8.499525650366738e-06
CYTK,8.8999996185,10.1300001144,0.0003052538994315238
ADMA,4.0399999619,3.9500000477,0.00011738202456940171
WDC,47.8400001526,47.8699989319,0.008876149637751749
TMO,265.8299865723,264.6199951172,0.06700437944228413
OPK,2.4800000191,2.6300001144,0.0009114584431147972
AMAT,40.3800010681,39.7900009155,0.02447566677751323
NXPI,92.6500015259,91.4599990845,0.01700368133172429
STX,47.2999992371,46.5699996948,0.00851417315040621
KLAC,120.3300018311,120.1299972534,0.011416638537257797
NTAP,66.6100006104,67.7099990845,0.010980874242083135
TSM,39.7700004578,40.25,0.6464072353594695
STM,16.3899993896,16.4599990845,0.009228784921028327
LRCX,179.1699981689,175.7899932861,0.017620077741315975
EHTH,56.6899986267,56.6300010681,0.0006906833342808243
SHIP,77.4400024414,66.2399978638,8.088841892946102e-06
CSIQ,23.4799995422,21.5400009155,0.0008710023495132889
GIII,35.6899986267,38.2000007629,0.001089676227831942
BLCM,36.5,40.0999984741,9.967088786629879e-05
CAG,22.8099994659,24.5499992371,0.005587966142120738
OGEN,0.8700000048,0.6100000143,2.6875815333594864e-06
NCTY,26.5,24.3999996185,2.466354867523664e-05
WEX,186.0500030518,185.0,0.005029685173207749
TSCO,91.1900024414,91.8499984741,0.0069636361905760676
PLCE,88.8000030518,87.9599990845,0.0008809541682477495
O,67.8972854614,68.6240310669,0.012927040818541988
CYBR,114.0,113.2399978638,0.0026323810576198395
DRI,110.2900009155,113.4899978638,0.008537777441278135
MU,40.5,41.7000007629,0.029473314250670048
WSM,56.7599983215,58.2999992371,0.002804025538634544
SWK,133.0500030518,131.5099945068,0.012618350337750434
FTI,17.4404754639,17.6264877319,0.00492487086738541
POST,67.9646606445,68.5013122559,0.0028415200079625596
BZH,11.2899999619,11.4200000763,0.00023722816072040113
EA,97.4400024414,96.4899978638,0.018689618839393036
TMHC,17.1399993896,16.9599990845,0.0012136675680158998
K,54.5600013733,54.2599983215,0.011759928240715
JJSF,152.6100006104,153.1399993896,0.0017939842977743089
SJM,107.2200012207,107.2399978638,0.007632943108615858
SMPL,20.0900001526,19.7099990845,0.0008891219088165811
ATVI,46.3699989319,46.0800018311,0.022189164005218018
SPNS,14.1899995804,14.4300003052,0.00044456753477306637
